content,label
"Good old classic ! 
Dark choc &amp; salted caramel. #Smashed

 who's joining   @ Docklands Victoria https://t.co/AfaszPqDdd",1
Who else knows this feeling?  @ Revolution Personal Training https://t.co/7s7ClG1NGn,0
All eyes on little-known Minister for Defence @MarisePayne wahoo first female in this role. Bold new cabinet #auspol #newcabinet,1
And me mates. @ Melbourne Zoo https://t.co/dCAXJ5vjmK,0
"Following up from yesterday's post, just so you know, there were bloopers. This is me taking https://t.co/qFmD8FTQt6",0
Got a cheeky partner wod in with these cool kids at Lunch time! https://t.co/EU987qxAYF,1
"""I'm late! I'm late! For a very important date! No time to say hello, goodbye! I'm late! I'm late! https://t.co/Z5gRgo9VEn",0
Wallpaper for our new powder room...? #manuelcanovas #wallpaper #littlebitoutthere #relocation https://t.co/rtUA9C38k8,0
@apmd celebratory hot chocolate followed by my whining - lucky you,-1
"They say strictly no taking pictures allowed inside, so yeah, no (at Telstra Global Operations Centre) [pic]  https://t.co/QsNFkOalFy",0
Australia's first woman in the top job for Defence is a moderate who should bring rationality to our approach with tackling ISIS #auspol,1
@StartupSmartnow why do you repeat stories in your feed so much? Each one 4+ times? Its as annoying as spam,-1
You're a complete disappointment and nothing more than a puppet. Why do you ignore the Syrian people? Please answer me Barack @BarackObama,-1
Anyone else nervous that a man who appealed to the worst tactics of fear mongering campaigns 'stop the boats' is now treasurer? #auspol,-1
" time (@ Pho Bang Bang in Northcote, Victoria) https://t.co/0I1aaGbpWM",0
Scott Morrison has to leave his fear tactics behind and inspire optimism and stability or our economy #auspol @ScottMorrisonMP #newcabinet,-1
So if Minister Fifield is now Minister for communications who is overseeing the NDIS??? #NDIS #auspol #newcabinet,0
@lildmg oooar! Wonder if they do lessons ??,0
@mootpointer because lol corporates think its a good thing.,1
Requirement of upgrading existing website  http://t.co/tyFYcYisTZ,0
Last week in the hostel I am staying in there was a police raid for a crystal meth selling addict and this morning somebody has died.,0
In studio again shooting today for @tully_lou w/ ripper team chantelleprice12 kbhairmakeup spasini https://t.co/nuI68hWwl0,0
@MrJesseRoss I should go back and watch that keynote.,0
Who needs cake? Thanks for all the birthday wishes everyone especially chitothe for giving me this https://t.co/BlCev0PtsS,1
"Staff photo time. Impromptu street style shoot with @benclement_ #squad #flashback
// 
stephevataylor https://t.co/wRsN0BHibK",0
What if I have a medical condition? http://t.co/awDWFAUb9A,0
"All hands on Amber! #goteam

ketodancewear jacsof @peggosaurus renpidgeon by_anastasios_hairmakeup https://t.co/Cc6OXhnqRK",0
"I love caf openings. This gumbo is delicious! (@ Kalimba in Northcote, VIC) https://t.co/OQdjAaXTBg",1
Ive worked for the day. Its 3PM. Im home and Im being the saddest person around. Im ready. @ChrisMoyles @RadioX. http://t.co/hrd1ORxOFY,-1
"@Libishski circadin, if you can get your hands on it",0
Anyone up for some meat? This smokehouse platter from @lebontonmelb should satisfy any meat cravings! https://t.co/sptiqWVgr8,0
Jetstar @LittleAthsAus National U15 camp booklets ready for this w/e AIS Camp #LittleAthletics http://t.co/FltztUADNp,0
Melbourne does not look this good today. But I did enjoy my Vitamin D moment yesterday. @ Southbank https://t.co/2cjC7TgyAJ,1
I made it!! #season11herewecome #masterchefau @ Masterchef Studios https://t.co/sQnZmNRq2l,1
Nice start! @ Crown Towers https://t.co/0NH7DUMYGu,1
"I'm at Harbour Town Shopping Centre - @harbourtownmelb in Docklands, VIC https://t.co/HSjX4uLI0e http://t.co/yYdtZzphWK",0
I don't get scooters. Get a bike or get a skateboard but don't combine the two for something that's worse than both.,-1
Your words cut deeper than a knife.,-1
Ain't worried bout nothin' #bunny http://t.co/PMt8tebHeZ,0
I wish i could customise news section on Siri pane. It keep offering something that i dont want to read ,0
#chocolate bears - great job team  @ Burch &amp; Purchese Sweet Studio https://t.co/Q5e4HRSil6,1
It goes against everything I've learnt but this 11 and counting minute break is superb.. #MoylesIsBack @RadioX..,1
Toying around with a 90ml red snapper throwback for Sunday's at hats yesterday. Yes we are opening https://t.co/SdWNF58NTs,0
@jim_healy awesome work by you and your team mate. Congrats. // @keithpitty @travis_winters @konawwww @markcipolla,1
Can't believe we leave Australia tomorrow. Feels like we just got here. @ Crowne Plaza Melbourne https://t.co/i9D7ANK3rI,0
"@NielsOeltjen That depends a bit. Which one are you talking about? Lightning talk, storytelling or 7 habits?",0
Sitting at home on my phone  http://t.co/16tocUNbXZ,0
Always a pleasure catching up with another amazing dance photographer and chatting about all thing https://t.co/ng9eQC7GZs,1
Awesome weather riding into to work this morn so had to take the #crapselfie. It's currently  https://t.co/xnyW5DbOsv,1
@NielsOeltjen Those slides actually arent. They are my training course. I will be getting my blog back up soon with all the info on it,0
@rebenjamint sorry!!!!!,-1
Our Partner Manager getting mic'd up for the Telstra Business Training Day plenary. @ Melbourne https://t.co/TxnxnirBG5,0
"Citylink, Pascoe Vale South - 1 lane closed outbound, Second right lane blocked outbound near Reynard http://t.co/lvfHkMW33N #victraffic",0
Awesome to have you here jimmy and friends. Hope you guys enjoyed hats and tatts! #hatsandtatts https://t.co/IeG9ectuh2,1
"ONE WAY TICKET TO THE UK BOOKED. Or, rather, tickets - decided to take the scenic route. Not https://t.co/owkXqT5lWi",0
Read all about our recent #Malaysian #feast at Blue Chillies in #Fitzroy  https://t.co/DBilL99bk7,0
Sorting out @wearewitter season launch invitations makes for an interesting afternoon with belindamdc https://t.co/VYiC0UJYPI,1
"See ya l8tr dry #Melbourne....  @ Williamstown, Victoria, Australia https://t.co/666WDR6XiL",0
"Time to start thinking about swimwear. 
Sundrenched by @generalpants_ 
josie_clough itsnowcool @ https://t.co/HwYWyqaSWW",0
"Matteo's renovations stage 1
Only gave builder 4 days. He's all over it. 
#mess#dust#kaos @ Matteo's https://t.co/jbWPuMJyvZ",0
It's a sneaky 'Afternoon delight' snack on a Nougat cream filled POCKY PANDA eclair with salted https://t.co/vZ0KpxG5u3,1
"Well I did it, I bought an adult colouring book",1
Can you recommend anyone for this #job? Key Account Manager - http://t.co/2ixcwQlger #BoxHill #Sales #Hiring #CareerArc,0
I remember this... The night nobody else realised it was a 'Wham Fancy Dress' party. https://t.co/YyTgOKvJSU,0
@ThatsRocha it's okay it will soon be over. We can do this Allah ysahil 3alena inshAllah,0
@TaniaWalker did they fall in love?,1
Definitely 6 is not enough  i want more @ Woolworths https://t.co/WvmqBC7XJj,1
Amazing weekend  #carlford @ 16th St Actors Studio https://t.co/fCBJ6MA9tm,1
"Yo dawg, #SevenSeeds know you like chocolate &amp; put a #whittakers dark sante bar in your Almond Milk https://t.co/h8164p9f1P",0
.@toddsampsonOz 'Creativity can be learned. It just needs to be practised' #CreateYourFuture,0
"My old stomping grounds, briefly. Very briefly.",0
@TaniaWalker maybe they are the same quantum cat existing in two places simultaneously.,0
With the Architects of Sound for Melbourne Fringe. Closing night tomorrow. $10 tickets. Get. On. It. https://t.co/pSfyb2G6Ub,1
how good are #LFC LOL,1
Siri in iOS 9 seem to be understanding my fobby accent a whole lot better. Probably still not as good as Google Now for me but it's close.,1
@Carly_B you younguns. Here you go: https://t.co/98l66NkopP,0
Looking Out for Hazards http://t.co/tiwSOLngpE,0
"Rooster Bar, you temptress",0
"@SnarkyPlatypus if Hyacinth Bucket was a single rice queen, thatd be her ad",0
from yesterday. look at these gorgeous bundles of happiness  @ Royal Melbourne Showgrounds https://t.co/nOA5VWDEOF,1
"It was such a pleasure to finally meet you today Bonnie! Your performance was beyond perfect, loved https://t.co/GBuSPJZrMv",1
"@metrotrains Hey guys just a heads up, if you're going to offer replacement busses they actually have to arrive to be of any use.",0
A little blast from the past for @onetui who produced her first fine #goodfoodguide as editor 10 editions ago http://t.co/T2ct0obpMF,0
"Such a pretty collection glowbysarabella 
My jeffreestarcosmetics velour liquid lipstick collection https://t.co/cG87K5lSMh",1
Drinking a Growler by @2brotherbrewery @ The Retreat Hotel  http://t.co/XfbCV7vIiq,0
The Spirit of Tasmania with a Melbourne sunset from Middle Park Beach. http://t.co/pQWV5XVhTD,0
"Yeah baby. Got the Green Bay replay vs Seattle on,  go pack!!! #packersforlife #packersnation https://t.co/yGZCDMVbj8",-1
Right Monday's done  @ Ormond railway station https://t.co/Gb4z4PoKdz,1
"If you subscribe to the guildofobjects newsletter, our new spring edit is now in your inbox! So much https://t.co/aowSGqMulP",1
"Birthday Dinner (at @TheMerrywell in Melbourne, VIC, VIC) https://t.co/GxEjWlbUf6",1
@Zombie_Phil is it officially the first day of Spring?,0
Here is a swatch video of my new Velour Liquid Lipstick shade #DIRTYMONEY  launching....... 9/30 @ https://t.co/Nz2AbVTpfh,0
Banana &amp; Rhubarb Sponge Puddings made by @sharnanunan are in the fridge senserrickgreengrocer  - the https://t.co/CuiGoTVn4A,0
"@AshtonDev yep, in fact the Apple doc specifies that custom values should be localized. -&gt;",0
"@AshtonDev -&gt; And yep, since all UIKit views are quite smart doing proper localization should cover you in most standard scenarios",0
"The spring seems to be here though it's still cold. Can't wait to see the full bloom!
#spingiscoming https://t.co/9wqZxqctYo",0
@pedestriandaily How awesome would @leighsales be if she had @LeeLinChinSBS wardrobe ? She would be more than awesome,1
@reasonable_hank what are we supposed to for with hydrogen peroxide ?  bleach our hair...,0
"Wine time.... 
#rococo #wine #dinner #restaurant #woman #style #substance @ Rococo https://t.co/0Pt7EuCVFb",0
"Vegan eats! (@ Cornish Arms in Melbourne, VIC, VIC) https://t.co/WYiABnBSSO",0
@level3space @wolfeidau is it Tuesday or Wednesday? The tweet and the meetup page disagree,0
"Preparing to get some @ThatKevinSmith all over my face, neck and chest. http://t.co/H5IUl0iBEe",0
"@trinnybopper if that's a deal-breaker for them, then they fail at ""decent"" ;)",1
"In keeping with the chilly weather expected this week, the food in the fridge senserrickgreengrocer https://t.co/5sQ3S2VsZJ",0
"#Talvar has received a rousing response at #TIFF! 
We can't wait for this intense&amp; thrilling story based on the Noida Double Murder of 08",1
Take it to the streets #vsco #vscocam #vscophile #vscogrid #vscogram #vscofeature #vscoaussie https://t.co/Rnvie38zw3,0
"You only live once, in tennis you get to serve twice, but you eat as much as you can handle at a https://t.co/sPKDE1Iupa",0
"To be in a place where nobody will ever judge you, for the person you're becoming, is the dream. https://t.co/LjODFLcWkq",0
Competiton Time! Hope on our Facebook Magic Men Australia and you gotta be in it to win it! #magicmen https://t.co/vmijg9wa24,1
"Home in time for part of  #IfYouAreTheOne A guy is playing with his drum on stage. 1st candidate ""I don't know much about his instrument""",0
"Our delicious VALUE MENU this week (21/9 - 25/9) has...
Choice of https://t.co/7qTpsHv1X2",1
"Contestant says ""I've had a great time with my drum dreams and work but a good man must start a family ..."" Fun over now  #IfYouAreTheOne",1
@isobelardent I love that le Jia actually has the answer,1
@LANTS I wouldnt let a driver put you off the service. Just get them fired.,0
Ooh is 23 interested? A bad boy who looks cleaned up might be perfect for her  #IfYouAreTheOne,1
"I want pizza tonight, pizza tonight... (@ My Mate's Pizza &amp; Pasta in Kealba, VIC) https://t.co/vY3qgvwONq",0
"Why do I never actually feel 'super' when I'm here... (@ St Kilda Superclinic in St kilda, VIC) https://t.co/DnrvspCpmB",0
@avishadur surely you are not surprised? It was only a matter of time. I'm still waiting for Gangnam Style singing though.,0
"@stevelikesyou @sebastiangrail @mwotton @heosat Menya in Melbourne is nice, particularly at 3am in the morning. Is the Sydney one 24hr?",1
.@matthewsavides what? No Japan???,0
@chrismiles sadly my days of running servers from the garage are over.,-1
Sun set over the show and it's time for these tired rug rats and mama bear to head for home. No https://t.co/tmS2CQCcBb,0
I like your honesty and ordinariness.  Um I get what you mean but not a great compliment choice  #IfYouAreTheOne,0
@Configa ty and keep on doing what you do so well shine shine,0
dinner with The CMO (at @meatandwineco)  https://t.co/MBqrrQ7icG,0
She said no to soup boy! What is she waiting for? #iwantsomeonetofeedme  #IfYouAreTheOne,0
Another fun day at our Kids &amp; Canvas Art Camp! We still have a few seats left for this Wednesday and https://t.co/GpELyznsOq,1
@BernieBolch only you could make this GBH soup (laughing so hard),1
"@maxui thanks for sharing this, bud.",1
"Not long now...
@thatkevinsmith #snoogans @ Palais Theatre https://t.co/gK63LNgcXd",0
Meat before jog  (at @meatandwineco) [pic]  https://t.co/bynGVdUo9h,0
@Penultim8 not much - her mouth would be full of food all the time,0
@normal_variant mm chocolate ... Starts ferreting through her own cupboards,0
Good view + Good crew + Last night in Melbourne.  @ Crown Melbourne https://t.co/1yoAXMDEP2,1
"@getnarrative Im sorry guys, I beyond that. Ive emailed you numerous times without response. Funny how you pay more attention to your twit",-1
"@getnarrative if you cared half as much about your customers as you publicly appear to, you wouldnt need to.",0
@nobodysmuppet didn't one try and put forward a different skill on one of the new episodes last month?,0
Couldn't have asked for more perfect weather yesterday at the show. After spending the last several https://t.co/A8y6vrXAVP,1
"@maxui Ive been working with Sukkel Server for 13 years now, and Oracle for 8 years. Any useful tools are always greatly appreciated.",0
@normal_variant cheaper and crowd sourced so multiple options,0
 Training for Warriors this excites me!! #martinrooney  #fitness #shredz #healthymindhealthybody http://t.co/vCD0hM1Oou,1
"The best way to push someone away? Tell them u ""get"" them. No u don't, despite how many people *exactly* like them u may know. #LessonLearnt",1
The voice in my head sounds like that guy in the mental hospital @gerryrobert  #publishabook,0
@sebastiangrail @stevelikesyou @mwotton @heosat that would explain why Melbourne is San Daime.,0
@nobodysmuppet and she would too. Sigh.,-1
That time u get your first #pho ^_^ #ilovepho #saigonsquare #bam @ I Love Pho 264 Richmond https://t.co/Af63GvZHBs,1
"@glennforever Gah, hearing about so many of these cases, especially since summer's a few weeks away. ",0
@LANTS but then we couldnt drop fake pins and request UberX cars from Melbourne airport. How would we tell them where we really are? :D,1
Cuteness overload #granddaughter #love #stripes #bonds   @ The Royal Women's Hospital https://t.co/NGf5iQmCzf,1
Oh wow. We have a female Minister for Women again. How nice.,1
"@LANTS its a hangover from the original product vision, when it was about a professional private driver. It needs to change because: UberX.",0
@ApolloMate I know and giving them new portfolios to manage/ruin,0
@avishadur I reckon she's artistic,0
Waiting for Jay and Silent Bob. http://t.co/kCYJy3n5Ik,0
About to go see #KevinSmith and #JasonMewes with @aaronpunker. Pretty damn excited!! @ Palais Theatre https://t.co/DGmfgFfVkd,1
"An evening with Kevin Smith and Jason Meeeeewwwwsss!! (at @PalaisTheatre in St Kilda, VIC) https://t.co/FajPZKTv1g",1
Almost show time... been led to believe I should expect much profanity at a Kevin Smith show @ Palais https://t.co/gMdgblISoM,0
@CathyTheBandit it's like women getting the vote all over again right??,0
"An evening with Kevin Smith. Thanks to SB for the birthday present! (at @PalaisTheatre in St Kilda, VIC) https://t.co/FlZpGk13rV",1
My two favourite people demonstrating why they are my favourites - They are dags.  #Dags https://t.co/X7IftKBFvQ,1
"Great dinner &amp; catch up with a friend! (at @JimmyWatsons Wine Bar And Restaurant in Melbourne, VIC) https://t.co/Df4YyfXakN",1
Our new store at 16 Puckle Street will open next Saturday so these shelves will be filled with colour https://t.co/ESikgJzAuD,0
drained af but it was goooood @ Crown Metropol https://t.co/PSJ6NHCkgj,1
"@marcedwards @chrismiles when I own a house, maybe.",0
@bladeo07 sorry - didnt realise it was so loud. Hopefully the singing along with it wasnt as bad as I think it sounded.,-1
"@bladeo07 ask and Ye shall receive, little one. http://t.co/cnWuxmMFFD",0
EXPLOSIVE RASPBERRY MILK CHOCOLATE @burchpurchese It was amazing  @ Burch &amp; Purchese Sweet Studio https://t.co/TVEHwnZgCR,1
"Ah s? @toto_gonzalez jajajaja!! Viendo en que yate me va a sacar a pasear :)! @ Docklands, https://t.co/Hq4B4jK8Jo",1
Why exercise when you can have extra fries ?  @ Easey's https://t.co/chOUMUj295,0
Waiting for the show to begin @ Palais Theatre https://t.co/KV5FTma79h,0
Parked in the staff car park at work today... #morethanamortgage https://t.co/wEm1ZqtkYS,0
Local Pho joint...all this for a tenner.  See you again tomorrow! @ Pho Bang Bang https://t.co/hdSjhqiwBK,0
P E R F E C T  thanks bellaboxaust @ Farrer Hall https://t.co/ZY7RLdBWnp,1
Nice selecyion katia_makeupartist love to hear about the new sponge  feedback so far has been https://t.co/1pIQO4LM5k,1
"It's dramatic and beautiful doras_makeup 
Dramatic makeup by me 
Makeup brand used  https://t.co/0czJZ5SnFg",1
What possible reason could Adelaide have to not just match whatever terms Geelong puts to Dangerfield???,0
State leaders (kids) conference - love this time of year #kidsmin #acckids #accstateconference @ https://t.co/UspIaD8ali,1
Just upgraded to iOS 9 and I love the low power mode ,1
"Checkout our new 'cosmo neo politan'cake. This has to be seen and tasted to believed!
#cake https://t.co/A6eDOumYGD",0
Rainy picnics with your partner in crime   #springtime #picnicday #partnerincrime @ Reg Harris https://t.co/G5czarzySU,0
@MissVanessaHart catch up on jump,0
It was so good to meet the lovely @damienbodie today!  @ Royal Melbourne Show https://t.co/2e1T73ihmG,1
Prepare for schadenfreude overdose. #fourcorners,0
Time has not been kind to Peter Costello.,0
Abbott is such a repellent human being. Thank fuck hes gone. #fourcorners,-1
God I'm so sick of blue team's bickering. Shut up already. #TBLAU,-1
Everyone here is already home at 8pm like what? In Singapore 8pm can be considered luxury for some  https://t.co/VM4Iy0sdY4,0
"Do you ever get that feeling you're being watched?

I spotted this artwork on the Lilydale/ Belgrave https://t.co/2Oh0TkRiRN",0
The hell? You're not going to tell use what is in the briefcase @BiggestLoserAU?! #TBLAU,0
"I will not pignify, er, dignify https://t.co/rXhWXbYHIk",0
"@4corners @DrPinko Hmm. You could have said it's not mobile-compatible. Also, doesn't work even on desktop. http://t.co/A4i72q04q7",0
"Bring your family to meet the Tyrannosaur family! 

At Scienceworks special family science night https://t.co/rZ8yVtaMQ4",0
We are here at the Sportspinal Health running seminar with special guests Jeff Riseley and Jess https://t.co/glgzgnhN0K,1
Ballet - Sleeping Beauty - Tchaikovsky  Glorious! Superb! #sleepingbeauty #ballet #melbourne https://t.co/GnHtYSQBz0,1
@Msloulou77 worse even than Abbott? o_O,-1
@geofflemon you can't even watch @4corners from an Australisn locale at the moment #fail,-1
"Sunset on the Hume Highway #australia #roadtrip #sunset #travel #travelling not far from Euroa, https://t.co/afX0mt9viw",0
@al1shacutexxx hot,1
"Bun Bo Hue &amp; #dripcoffee after days of being sick. #comfortfood 

#foodporn #foodgram #instafood  https://t.co/xFnvRuUmIr",-1
Farewell party Madam Toktak @toktak_a4 at Little Buddha. With a lovely sis &amp; bro  @ Little Buddha https://t.co/ttGMyuE6o9,0
@4corners @lauraacordero @DrPinko how's that glitch going?,0
@mike_boyd Shame about the race. What a snooze fest. I actually fell asleep while watching - first time ever.,-1
@lauraacordero @4corners @DrPinko the one episode EVERYONE will be wanting to watch and they flub it :/,0
Having an amazing dinner with the best company before a big day at the #TelstraVantageConference  https://t.co/v4UoWqM0mw,1
Unfortunately my past experience being a kitchen hand prevented me from being able to audition for https://t.co/5gJE4fmcls,0
"Pipe down Cory, the adults are talking. #fourcorners",0
@boostjuiceoz #MichaelJordan get your free boost juice tomorrow,0
@Msloulou77 fuck :(,-1
Could not believe the new Prime Minister Malcolm Turnbull was in our studio audience tonight!!! https://t.co/lcZdlbZoCf,1
"Workout 21,Sep, 2015

I couldn't hold back to buy practice equipment yet https://t.co/aT87WuGJ27",0
"Man up, Cory. If youre just going to make vague insinuations you can keep it to yourself. #fourcorners",-1
@russcott13 nice one mate! ,1
@chrisbrownie congrats on the PPL! Awesome stuff.,1
How does #boomgate not get a look in? #fourcorners,0
I can't wait till this week is over wo Ma aji hal mkan for a week  (@ Engineering Computer Lab (60)) https://t.co/hIOBlOyPUu,0
"Pink champagne with a touch of Shimmer  makeupbymaci used the 35T palette, massive restock is https://t.co/cfzRmHDshO",0
#Sugarpill Sweetheart and Heart Breaker palettes making all your rainbow dreams come true! Thanks for https://t.co/pFWiKLRtGD,1
"Holy shit! Hope that resignation is in final draft now, Bill. https://t.co/q3R9c8pUEO",-1
@noisywoman thats what I was thinking too. Reflects poorly on the ABC if so.,-1
"Woke up to bright sunshine. Did laundry and by the time I left my house, it started drizzling. It is now three degrees.  #Melbourne #Straya",0
BULA!  Silly selfie time with katew77 and etak3135 @ Melbourne International Airport (MEL) https://t.co/5i5OCM7nD6,-1
Why do they take Minho away?????? *sobs #mazerunner #scorchtrial #mazerunnermovie,-1
@dylanobrien just watched scorch trial and I cant express how amazing it was. Full of surprises and heart attack moments it,1
@andnowforthis she has an old iPhone 4S so probably not a lot of opinions?,0
Vatican irritated by White House guest list inviting LGBT dissidents http://t.co/Gz3vNafHJB,-1
"Used to love watching Chris Lewis play. Exquisite set shot for goal. Perfectly balanced, like Jarman, Buckley, Lecras #suchbeautifulfreaks",1
Excellent toy aircraft sighted on Smith St in Melbourne the other day. #toy #tintoys #aircraft https://t.co/35h75J1gPf,1
"Sunday night is family dinner night and every week we are spoilt. 

This week Franco Australian https://t.co/HYq2VZwlxD",0
Check our interview from backstage at @revolvrupstairs with redskymusic . Watch it at @iinet freezone https://t.co/XicmwnnW9q,0
"Just about booked out for the year, and don't wanna let your clients down. We make the call and get in the big guns. http://t.co/TVG8qjpHdx",0
Been wanting to come here for such a long time  @ Brighton Beach https://t.co/pUVSMcMpTe,0
Why cant we just have Tony Jones as PM? #qanda,0
@ellenment thanks to the team for getting groove on win 10 for phones. Can we get social integration soon ,1
@thatMrDom Lore is great,1
.@jamesvulling we wont need more than 637KB RAM. Satellites wont improve comms. TV wont hold audiences. iPhone wont sell. VR will fail.,0
I hate how being a student in creative arts means that the only way your work can be recognised is if its about saving orphans or something,-1
"@jamesvulling agreed. What we have right now is entertainment novelty. Real VR, world changing VR, is yet to arrive - but its inevitable.",0
"I'm at Big Belly in Melbourne, Victoria https://t.co/4VeZHiPFpj",0
#factcheck is there evidence of an increase in industrial disputes under Labor? #qanda,0
@toddsampsonOz thanks for coming to RMIT tonight. Any chance you can get Leo Burnett to attend their advertising grad pitch night?,0
"Life catch ups w/ maryjones_ &amp; campeirce over pizza, octopus salad &amp; wine. We talked rural moves https://t.co/OcST88Q4MO",0
So much union bashing! We enjoy excellent working conditions in Australia *because* of unions. #qanda,1
"Shorten is attacked for good negotiations with employers which improve conditions for workers, surely that's the way we want to go #qanda",1
Let's keep on giving a Gonski and work for a fair education system #qanda,1
"Yes thank you Bill, simple really we need needs based funding for a fair education system, with decently rewarded teachers #qanda",1
We are about to enter into the biggest reform of disability and there is no Minister for disability.  Where's Turnbull's commitment? #qanda,-1
I am not entirely sure what is faster.. Filling in the @acsnewsfeed Recognition For Prior Learning form or getting an actual degree..,0
@GeorgeBludger @SChamney don't think Tony Jones is giving Shorten much of a free kick!,0
@Gurmeetramrahim #OnTopMSG2 Thanks a lot PAPA ji ,1
Congratulations to our team at bistro Guillaume on retaining our chefs hat in the food guide awards https://t.co/tge2zJMRMc,0
Believe Branding http://t.co/LE6L9UPiAR,0
Its too hot in winter to be wearing long pants  @ International House https://t.co/8cGT72LEyn,0
Maybe the problem was that I wasn't straightforward enough.,0
When someone tries to slide in bae's dms @ Left Leg Studios https://t.co/oqhywPMSGf,0
Nice birds eye view of the beautiful city that is Melbourne &amp; Port Phillip Bay. Can't believe I've https://t.co/XYskDmtsTn,1
"My extra-fruity dinner  #YummyInMyTummyyy!  @ Burwood, VIC https://t.co/nHRtW6yrZ5",1
My bros first stand up comedy gig.  He done good. Got some laughs. #comedy #melbournecomedy https://t.co/Onyp7c7stP,1
Team no sleep,0
So much to do..So little time,-1
#KP signing for #PSL is massive !!,0
@drbarnard I'm using quite a few! http://t.co/kH1I0Sv1mD,-1
@BastianHart it's awesome how are you today? love your scenes xoxoxoxox,1
"@TravisStevensX @AnthonyVerusso awwwww that's so cute you guys are a sexy, hot, awesome and beautiful couple stay together forever &amp; always",1
"Established 2000 &amp; growing.
It's been a long hard slog early mornings, https://t.co/3f43PyglE0",0
@smoshanthony Hey Anthony could you get me smosh the movie and send it down here we don't get the movies from america down here.,0
"Ugghhhh, cold, pouring rain and 6am flight back to Sydney and work - up since 3.30 am, gonna be a long day  http://t.co/S67uJZ3lXy",-1
Morning heart starter! #melbairport #earlystart @ Melbourne Airport - https://t.co/pYoDFU8BAj,1
"...isn't that what everybody wants?!!...WHY NOT...
http://t.co/HR0p6fxt4L
#birthcontrol #health https://t.co/Miq7gHwWCs",0
"Early morning dreaming. Gotta love how GOD made metal, wee think we perfected it...... Well we get https://t.co/UUaGSxxqk4",1
@mixedupworld crap. Leaving the watch at home today I guess :(,-1
Standard operating procedure. @ The Boatbuilders Yard https://t.co/R14fk2nA0a,0
'It is the way we pursue our lives that determines the successful outcome' and many other pearls in https://t.co/MPW5OfsPlO #health #career,0
Give me a medal.. Hundreds and hundreds of journeys. STILL A 4.8. http://t.co/vvOtAtAIQC,1
@mixedupworld Im still at home so all good. I just need to leave before the 2 hours is up,1
New burrs. The @makerfinecoffee seasonal tasting amazing @ora_cafe this morning. #ora https://t.co/vAbpgicKCr,1
Ebullient congrats to all of the hatted restaurants in @theage @goodfoodguidelook forward to dining with you.,0
"@MooSnuckel do you think you and you're friends would do a meet up around the world and Melbourne, Australia #AskMoo",0
"Bye Melbourne, off to the Gold Coast for a week.  #melbourne #airport #goldcoast #holiday @ https://t.co/qk5Bk5NOyp",0
New shade video #dominatrix My first video ever  It was hard and I'm not sure if this is even https://t.co/wi9RKdQqwt,0
"Not gonna lie. Pretty much everyday is legs day. Never skip a leg day! 

Training with others with https://t.co/Kh3qdrdQTg",0
"Okay, watchOS 2 is out. Bring on those third party complications!",0
"Great review by  makeupmejordyn of the PRO PALETTE
PERFECT thing for makeup artist that travel to https://t.co/2F0DY9Uum4",1
"No wrecking, no undermining and no sniping starts tomorrow. http://t.co/gL3glkG97D #auspol",0
How to pour that wave tulip @oneorigincoffee #oneorigin_specialtycoffee #oneoriginspecialtycoffee https://t.co/c5MRbuuk15,0
excuse the shitpic but its relevant so yolo,0
"Sun's out, there's a rainbow. And oh it's raining too. #melbweather (at @metrotrains) https://t.co/V5yc4oGcma http://t.co/pCb4HfxqSQ",0
Roof details at #nshry cafe #AlbertPark #Melbourne @ NSHRY https://t.co/H3jcT7p8Wt,0
Our plane to Cairns is blessed! #mamaandme #AdventuresDownUnder @ Virgin https://t.co/nYUqfGlVIq,0
"@siracusa so, more of a light graze then.",1
"This morning brought to you by spring, with just a bit of hail.",0
Hangin' with the cool kids #gafesummit @biancacutajar17 @sarthurson,1
"Mark Zhara absolutely flying high at the moment. If you have a good horse, get him on. #spring",1
"My first burger at @oldmateeaseys recently, chillin with friends @mrmikegurrieri, shio &amp; miro... Damn https://t.co/lgektwHzfv",0
"Thanks champs for a fantastic season!!!
#SMFC #SMFCU10 @smfc #wearesouthmelbourne http://t.co/Rz1P2SH5WB",1
"Are you saving that dessert for me? 
Golden Gaytime panna cotta from eatmammoth in #armadale https://t.co/iBJcIdZrDo",1
"Red hair is great. It's rare, &amp; therefore superior. - Augusten Burroughs

For those that want to https://t.co/EYEesUfQxP",1
"When Matt Thunder, Channing and Jax come knocking on our door step..what do u do? #magicmen https://t.co/1a3Y3181X9",0
"So Apple just Rick Rolled us all.

Via @PeteDillon 

https://t.co/LD3aEoYDvQ http://t.co/LVudN6kzME",0
Sometimes you meet someone and there is instant chemistry @percyalison is one of these. She was https://t.co/UYQRJ9DpXS,0
Thank you mrrickylau1 for dropping by and bringing me @auntypegs salted caramel and berry custard https://t.co/Zu6qQKktco,0
I posted this a while ago... I'm reposting because I had joy today when https://t.co/GROfjjpnHp,1
Wrapped! Hits the tracks tonight. Super wow wow. @melbfestival #melbfest #yarratrams #arttram https://t.co/tly7EsD2g6,1
Mask it up!!! Masquerade ball? Crazy photo booth? Quick fix for a last minute costume party? We got https://t.co/E8DUshtvYF,0
35 children drowned in Australian waterways last year. Let's educate the community about the dangers https://t.co/NO3Cb2WyEr,0
Never until now have I been introduced to the best ice cream place! It's https://t.co/hfXFWlytdn,1
